entity,date,description,contra_account_label,amount
au,04/05/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 02/05/2024,Cost of Overhead Related to Service:Operating Expenses,-24.8
au,04/05/2024,NEWS PTY LIMITED,Operating Expenses:Marketing Acquisition-New Customer,-40.0
au,04/05/2024,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 01/05/2024,Other Income,32.8
au,03/05/2024,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 30/04/2024,Other Income,32.8
au,03/05/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 01/05/2024,Cost of Overhead Related to Service:Operating Expenses,-32.8
au,03/05/2024,Direct Credit 507141 DRVMATtK3Its9tRy DRVMATtK3_Q25m4j6b,Other Income,8.0
au,02/05/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 30/04/2024,Cost of Overhead Related to Service:Operating Expenses,-65.6
au,02/05/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 30/04/2024,Cost of Overhead Related to Service:Operating Expenses,-32.8
au,01/05/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 29/04/2024,Cost of Overhead Related to Service:Operating Expenses,-32.8
au,30/04/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 26/04/2024,Other Income,-32.8
au,30/04/2024,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 26/04/2024,Other Income,32.8
au,30/04/2024,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 25/04/2024,Other Income,67.65
au,29/04/2024,Direct Credit 507141 Drivemate Drivemate_PzygwsC2 Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,8.0
au,29/04/2024,Direct Credit 158824 Drivemate Drivemate-iOqn04Mg Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,94.25
au,29/04/2024,Direct Credit 507141 Drivemate Drivemate_PzygyfCG Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,1.0
au,29/04/2024,Direct Credit 507141 Drivemate Drivemate_PzyhvCU8 Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,15.0
au,29/04/2024,Direct Credit 507141 Drivemate Drivemate_Pzyg2e7c Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,5.0
au,29/04/2024,Direct Credit 507141 Drivemate Drivemate_Pzyhr7xo Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,40.5
au,29/04/2024,Direct Credit 507141 Drivemate Drivemate_PzygjLaU Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,0.75
au,29/04/2024,Direct Credit 507141 Drivemate Drivemate_PzyhXcSk Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,31.5
au,29/04/2024,Direct Credit 507141 Drivemate Drivemate_PzyhuUM2 Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,126.0
au,29/04/2024,Transfer to xx3529 CommBank app Fuel 1YW4OR,Operating Expenses:Travel Expense,-100.0
au,27/04/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 25/04/2024,Other Income,-67.65
au,27/04/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 24/04/2024,Other Income,-24.8
au,27/04/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 24/04/2024,Other Income,-18.8
au,27/04/2024,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 23/04/2024,Other Income,18.8
au,27/04/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 24/04/2024,Operating Expenses,-36.8
au,26/04/2024,Direct Credit 507141 Drivemate Drivemate_PzEFqAen Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,31.5
au,26/04/2024,Direct Credit 158824 Drivemate Drivemate-yQiuqOOu Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,49.5
au,26/04/2024,Direct Credit 507141 Drivemate Drivemate_Pyr1dJVt Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,41.25
au,26/04/2024,Direct Credit 507141 Drivemate Drivemate_PyxmViCV Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,82.5
au,26/04/2024,Direct Credit 507141 Drivemate Drivemate_PzEFv4SY Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,39.75
au,26/04/2024,Direct Credit 507141 Drivemate Drivemate_PzEFuEPc Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,0.75
au,26/04/2024,Direct Credit 507141 Drivemate Drivemate_Pyr2orVK Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,15.0
au,26/04/2024,Direct Credit 507141 Drivemate Drivemate_PzEF7igh Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,7.0
au,25/04/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 23/04/2024,Other Income,-67.65
au,25/04/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 23/04/2024,Other Income,-50.8
au,25/04/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 23/04/2024,Other Income,-43.8
au,25/04/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 23/04/2024,Other Income,-32.8
au,25/04/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 23/04/2024,Other Income,-22.8
au,25/04/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 23/04/2024,Other Income,-18.8
au,24/04/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 22/04/2024,Other Income,-24.8
au,24/04/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 22/04/2024,Other Income,-8.0
au,23/04/2024,FRUITS VENDING PTE LTD Singapore SG Card xx9039 SGD 3.00 Value Date: 19/04/2024,Meals and entertainment (deleted),-3.44
au,23/04/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 19/04/2024,Other Income,-32.8
au,22/04/2024,Direct Credit 158824 Drivemate Drivemate-h443tIgN Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,79.5
au,22/04/2024,Direct Credit 158824 Drivemate Drivemate-3yhzlfDN Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,186.59
au,22/04/2024,Direct Credit 158824 Drivemate Drivemate-6DN15FJQ Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,94.5
au,22/04/2024,Direct Credit 507141 Drivemate Drivemate_PxeSQQHd Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,63.0
au,22/04/2024,Direct Credit 158824 Drivemate Drivemate-Ox4ZBwny Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,192.7
au,22/04/2024,Direct Credit 507141 Drivemate Drivemate_PxWi2Bip Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,229.36
au,19/04/2024,Direct Credit 507141 Drivemate Drivemate_PwbfESJw Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,31.5
au,19/04/2024,Direct Credit 507141 Drivemate Drivemate_PwbfH47f Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,49.5
au,19/04/2024,Direct Credit 507141 Drivemate Drivemate_PwbfH74Q Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,39.75
au,19/04/2024,Direct Credit 158824 Drivemate Drivemate-8Y1Bl0Rq Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,192.7
au,19/04/2024,Transfer to xx3529 CommBank app NZETA,Operating Expenses:Travel Expense,-23.0
au,18/04/2024,Direct Credit 507141 Drivemate Drivemate_PwERh1A6 Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,49.5
au,18/04/2024,CHATGPT SUBSCRIPTION OPENAI.COM CA US Card xx0338 USD 22.00 Value Date: 19/04/2023,Operating Expenses:Technology System Costs,-31.08
au,18/04/2024,Direct Credit 507141 Drivemate Drivemate_PwR6j8vd Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,89.9
au,18/04/2024,Fast Transfer From Jetstar Refund - OJM1XC 2a8fb9a1149f2e83f850465b8d46e597,Operating Expenses:Travel Expense,597.49
au,17/04/2024,Direct Credit 507141 Drivemate Drivemate_PvrCJ9mo Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,39.75
au,17/04/2024,Direct Credit 507141 Drivemate Drivemate_PvrDVQ2M Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,138.75
au,17/04/2024,Direct Credit 507141 Drivemate Drivemate_PvrCZzLf Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,72.75
au,17/04/2024,Direct Credit 507141 Drivemate Drivemate_PvrC5HQZ Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,31.5
au,17/04/2024,CAMPOS MASCOT AU Card xx9039 Value Date: 14/04/2024,Meals and entertainment (deleted),-6.26
au,17/04/2024,mytrip_XXXXXXXX984040 Sidney AU Card xx9039 Value Date: 14/04/2024,Operating Expenses:Travel Expense,-800.75
au,16/04/2024,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/04/2024,Other Income,0.83
au,16/04/2024,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/04/2024,Other Income,1.4
au,16/04/2024,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/04/2024,Other Income,2.24
au,16/04/2024,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/04/2024,Other Income,2.71
au,16/04/2024,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/04/2024,Other Income,11.4
au,16/04/2024,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/04/2024,Other Income,17.77
au,16/04/2024,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/04/2024,Other Income,20.24
au,16/04/2024,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/04/2024,Other Income,21.06
au,16/04/2024,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/04/2024,Other Income,21.71
au,16/04/2024,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/04/2024,Other Income,22.46
au,16/04/2024,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/04/2024,Other Income,29.48
au,16/04/2024,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/04/2024,Other Income,31.71
au,16/04/2024,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/04/2024,Other Income,40.46
au,16/04/2024,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/04/2024,Other Income,43.7
au,16/04/2024,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/04/2024,Other Income,47.48
au,16/04/2024,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/04/2024,Other Income,250.0
au,15/04/2024,Direct Credit 158824 Drivemate Drivemate-5pP7AcyX Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,31.5
au,15/04/2024,Direct Credit 507141 Drivemate Drivemate_PuMJkstd Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,1.0
au,15/04/2024,Direct Credit 507141 Drivemate Drivemate_PujXLqod Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,4.0
au,15/04/2024,Direct Credit 507141 Drivemate Drivemate_PuMJ2sUH Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,39.75
au,15/04/2024,Direct Credit 507141 Drivemate Drivemate_PuzTt6Fa Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,126.0
au,15/04/2024,Direct Credit 507141 Drivemate Drivemate_PuMJnmEP Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,31.4
au,15/04/2024,Direct Credit 158824 Drivemate Drivemate-pxpSqn7s Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,1106.25
au,14/04/2024,Transfer to xx3529 CommBank app Parking,Operating Expenses:Travel Expense,-36.0
au,12/04/2024,Direct Credit 507141 Drivemate Drivemate_Ptz5UVGC Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,99.0
au,12/04/2024,Direct Credit 507141 Drivemate Drivemate_Ptz5yA37 Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,49.5
au,12/04/2024,Direct Credit 507141 Drivemate Drivemate_Ptz5Dw9E Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,82.5
au,12/04/2024,Direct Credit 507141 Drivemate Drivemate_Ptz5gfKE Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,31.4
au,12/04/2024,Direct Credit 507141 Drivemate Drivemate_Ptz5Pydc Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,31.5
au,12/04/2024,Direct Credit 507141 Drivemate Drivemate_Ptz58Pu4 Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,39.75
au,12/04/2024,Direct Credit 507141 Drivemate Drivemate_Ptz5N4Dg Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,4.0
au,12/04/2024,Transfer To uraia torau CommBank App For work done. You owe $800,Cost of Overhead Related to Service:Operating Expenses:Onground team,-341.0
au,11/04/2024,Direct Credit 158824 Drivemate Drivemate-Wesv7Cvi Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,145.5
au,11/04/2024,Transfer to xx3529 CommBank app Glockapps,Operating Expenses:Technology System Costs,-5.0
au,11/04/2024,Transfer to xx3529 CommBank app Glockapps,Operating Expenses:Technology System Costs,-75.0
au,10/04/2024,Direct Credit 507141 Drivemate Drivemate_PtEdH4Za Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,39.75
au,10/04/2024,Direct Credit 507141 Drivemate Drivemate_PtEcfSjR Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,31.5
au,09/04/2024,AuntBetty Australia South Brisban AU Card xx9039 Value Date: 06/04/2024,Operating Expenses:Travel Expense,-1562.37
au,08/04/2024,Direct Credit 507141 Drivemate Drivemate_PrjjHoTi Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,32.5
au,08/04/2024,Direct Credit 507141 Drivemate Drivemate_Ps6x6FKY Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,39.75
au,08/04/2024,Direct Credit 507141 Drivemate Drivemate_Ps1c1xcm Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,119.25
au,08/04/2024,Direct Credit 507141 Drivemate Drivemate_PrjjmCjK Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,41.25
au,08/04/2024,Direct Credit 507141 Drivemate Drivemate_Ps6xqQp9 Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,15.0
au,08/04/2024,Direct Credit 507141 Drivemate Drivemate_PrjjW5HM Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,49.5
au,08/04/2024,Direct Credit 507141 Drivemate Drivemate_PrjjwV5m Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,31.5
au,08/04/2024,Direct Credit 507141 Drivemate Drivemate_Ps6xuiCy Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,7.0
au,06/04/2024,NEWS PTY LIMITED,Operating Expenses:General Expense,-40.0
au,05/04/2024,Direct Credit 507141 Drivemate Drivemate_PrMV48Eg Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,31.5
au,04/04/2024,Direct Credit 507141 Drivemate Drivemate_PqzG7Dj7 Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,31.5
au,02/04/2024,Direct Credit 507141 Drivemate Drivemate_Pojw7hqg Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,31.5
au,02/04/2024,Direct Credit 158824 Drivemate Drivemate-hS11M1Ba Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,63.0
au,02/04/2024,Direct Credit 507141 Drivemate Drivemate_PojvumiZ Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,135.75
au,02/04/2024,Direct Credit 507141 Drivemate Drivemate_PpHkEmUm Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,79.5
au,26/03/2024,COLES EXPRESS 1598 PYMBLE AU Card xx9039 Value Date: 24/03/2024,Operating Expenses:Travel Expense,-31.89
au,23/03/2024,The Sporting Globe Sydney AU Card xx9039 Value Date: 21/03/2024,Operating Expenses:Meals and Entertainment,-18.11
au,22/03/2024,THE PYMBLE GRIND Pymble AU Card xx9039 Value Date: 20/03/2024,Operating Expenses:Meals and Entertainment,-9.92
au,20/03/2024,CALVI PETROL STATION NORTH RYDE AU Card xx9039 Value Date: 17/03/2024,Operating Expenses:Travel Expense,-92.55
au,20/03/2024,THE PYMBLE GRIND Pymble AU Card xx9039 Value Date: 18/03/2024,Operating Expenses:Meals and Entertainment,-9.92
au,19/03/2024,CHATGPT SUBSCRIPTION OPENAI.COM CA US Card xx0338 USD 22.00 Value Date: 19/04/2023,Operating Expenses:Technology System Costs,-30.53
au,19/03/2024,CALVI PETROL STATION NORTH RYDE AU Card xx9039 Value Date: 14/03/2024,Operating Expenses:Travel Expense,-108.91
au,13/03/2024,SPEEDWAY WEST RYDE WEST RYDE AU Card xx9039 Value Date: 09/03/2024,Operating Expenses:Travel Expense,-110.1
au,12/03/2024,AMPOL GOSFORD W 22582F WEST GOSFORD AU Card xx9039 Value Date: 06/03/2024,Operating Expenses:Travel Expense,-93.96
au,09/03/2024,NEWS PTY LIMITED,Cost of Overhead Related to Service:Operating Expenses,-40.0
au,08/03/2024,7-ELEVEN 2285 TURRAMURRA AU Card xx9039 Value Date: 06/03/2024,Operating Expenses:Meals and Entertainment,-23.05
au,07/03/2024,Transfer to xx3529 CommBank app Charles gift,Operating Expenses:General Expense,-174.0
au,07/03/2024,Direct Credit 123079 Russell Wasley Wasley Russell,Other Income,960.0
au,05/03/2024,CALVI PETROL STATION NORTH RYDE AU Card xx9039 Value Date: 02/03/2024,Operating Expenses:Travel Expense,-91.07
au,02/03/2024,Transfer To uraia torau CommBank App Advance payment,Cost of Overhead Related to Service:Operating Expenses:Onground team,-2000.0
au,01/03/2024,DEFT INSURANCE CommBank app BPAY 20362 XXXXXXXXXXXX64352 Premium,Insurance,-18535.0
au,28/02/2024,Transfer To uraia torau CommBank App Advance for tools Uraia,Cost of Overhead Related to Service:Operating Expenses:Onground team,-250.0
au,24/02/2024,Transfer To Abdul Saaqib CommBank App Advance for ops expenses,Cost of Overhead Related to Service:Operating Expenses:Onground team,-1000.0
au,24/02/2024,Transfer To Abdul Saaqib CommBank App Caddy rego,Cost of Overhead Related to Service:Operating Expenses:Onground team,-919.0
au,23/02/2024,Transfer to xx3529 CommBank app KL ticket,Operating Expenses:Travel Expense,-73.0
au,22/02/2024,Transfer To Abdul Saaqib CommBank App Caddy,Cost of Overhead Related to Service:Salary Expense - Local Ops Salary,-914.0
au,21/02/2024,Transfer to CBA A/c CommBank app Pravin tickets,Operating Expenses:Travel Expense,-840.0
au,20/02/2024,CHATGPT SUBSCRIPTION OPENAI.COM CA US Card xx0338 USD 22.00 Value Date: 19/04/2023,Operating Expenses:Technology System Costs,-30.89
au,19/02/2024,Transfer To MR AZIZ ALI FARISHTA PayID Phone from CommBank App BYD part,Cost of Overhead Related to Service:Operating Expenses:Onground team,-25.0
au,19/02/2024,Transfer To uraia torau CommBank App 11.5 hrs and $81,Cost of Overhead Related to Service:Operating Expenses:Onground team,-426.0
au,18/02/2024,Transfer to xx3529 CommBank app Gurjeet gift,Cost of Overhead Related to Service:Operating Expenses,-142.0
au,17/02/2024,NEWS PTY LIMITED SURRY HILLS AU Card xx9039 Value Date: 15/02/2024,Operating Expenses,-40.0
au,16/02/2024,Transfer to xx3529 CommBank app Sim mail,Cost of Overhead Related to Service:Operating Expenses,-15.4
au,16/02/2024,Transfer to xx3529 CommBank app Parking for SG,Cost of Overhead Related to Service:Operating Expenses,-156.0
au,14/02/2024,TAX OFFICE PAYMENTS NetBank BPAY 75556 XXXXXXXXXXXX333221 XXXXXXXXXXXX333221,Superannuation payable,-3204.65
au,14/02/2024,Transfer To uraia torau CommBank App 18.5 hours as per WhatsA...,Cost of Overhead Related to Service:Operating Expenses:Onground team,-555.0
au,13/02/2024,Transfer to xx3529 CommBank app Carsales ad,Cost of Overhead Related to Service:Operating Expenses,-109.0
au,12/02/2024,Transfer to xx3529 CommBank app Van rego,Cost of Overhead Related to Service:Operating Expenses,-53.0
au,12/02/2024,APPLE.COM/BILL SYDNEY AU Card xx0338 Value Date: 04/05/2022,Operating Expenses:Technology System Costs,-149.0
au,09/02/2024,Transfer To chad fordham PayID Phone from CommBank App Fuel carnival DI74QP,Cost of Overhead Related to Service:Operating Expenses,-135.0
au,07/02/2024,Transfer to xx3529 CommBank app Batteries on the g,Cost of Overhead Related to Service:Operating Expenses,-290.0
au,07/02/2024,Transfer to xx3529 CommBank app Batteries ebay,Cost of Overhead Related to Service:Operating Expenses,-140.1
au,05/02/2024,Transfer To uraia torau CommBank App Work 26 hours and expens...,Cost of Overhead Related to Service:Operating Expenses:Onground team,-815.9
au,02/02/2024,Transfer to CBA A/c CommBank app Rego fir 1YK2NB,Cost of Overhead Related to Service:Operating Expenses,-881.6
au,02/02/2024,Transfer to CBA A/c CommBank app Agha tickets,Operating Expenses:Travel Expense,-946.32
au,02/02/2024,Direct Credit 128594 Richard Tran Richard T - Rental,Other Income,714.0
au,31/01/2024,Transfer to xx3529 CommBank app Batteries sydney,Cost of Overhead Related to Service:Operating Expenses,-211.5
au,31/01/2024,Transfer To M MOHAMED AKBAR PayID Phone from CommBank App Melbourne batteries,Cost of Overhead Related to Service:Operating Expenses,-1130.0
au,30/01/2024,Transfer to xx3529 CommBank app Batteries Sydney,Cost of Overhead Related to Service:Operating Expenses,-1967.0
au,29/01/2024,Transfer To MAHESH YADAV PayID Email from CommBank App Battery,Cost of Overhead Related to Service:Operating Expenses:Onground team,-230.0
au,29/01/2024,Transfer to xx3529 CommBank app SG tickets,Operating Expenses:Travel Expense,-694.0
au,27/01/2024,Transfer To Uraia Torau CommBank App Batteries,Cost of Overhead Related to Service:Operating Expenses:Onground team,-1000.0
au,26/01/2024,Transfer To N NAIM UR RAHMAN PayID Phone from CommBank App Jumpstarter melbourne,Cost of Overhead Related to Service:Operating Expenses,-135.0
au,26/01/2024,Transfer to xx3529 CommBank app Batteeyvtester,Cost of Overhead Related to Service:Operating Expenses,-95.0
au,25/01/2024,Fast Transfer From VERNIKA SINGHAL Loan,Loan,40000.0
au,24/01/2024,Fast Transfer From VERNIKA SINGHAL Loan,Loan,100000.0
au,23/01/2024,PULLOVA TECHNOLOGIES NAIROBI KE Card xx8866 USD 19.69 Value Date: 18/01/2024,Cost of Overhead Related to Service:Operating Expenses,-30.19
au,23/01/2024,Fast Transfer From VERNIKA SINGHAL Loan,Loan,100000.0
au,23/01/2024,Transfer To uraia torau CommBank App Expenses car deliveries,Cost of Overhead Related to Service:Operating Expenses:Onground team,-136.4
au,20/01/2024,DRIVE MATE MELBOURNE AU Card xx8866 Value Date: 18/01/2024,Operating Expenses:Corporate-Other Corporate Expense,-17.77
au,20/01/2024,DRIVE MATE MELBOURNE AU Card xx8866 Value Date: 18/01/2024,Operating Expenses:Corporate-Other Corporate Expense,-31.71
au,20/01/2024,TELSTRA PREPAID MELBOURNE AU Card xx8866 Value Date: 18/01/2024,"Operating Expenses:AI, Internet & Website maintenance fees",-35.0
au,20/01/2024,TELSTRA PREPAID MELBOURNE AU Card xx8866 Value Date: 18/01/2024,"Operating Expenses:AI, Internet & Website maintenance fees",-12.0
au,19/01/2024,Transfer To uraia torau CommBank App 13 14 16 Jan work,Cost of Overhead Related to Service:Operating Expenses:Onground team,-420.0
au,18/01/2024,CHATGPT SUBSCRIPTION OPENAI.COM CA US Card xx0338 USD 22.00 Value Date: 19/04/2023,Operating Expenses:Technology System Costs,-30.08
au,18/01/2024,DRIVE MATE MELBOURNE AU Card xx8866 Value Date: 16/01/2024,Operating Expenses:Corporate-Other Corporate Expense,-22.46
au,18/01/2024,Transfer to other Bank CommBank app loan,Loan,-235000.0
au,17/01/2024,DRIVE MATE MELBOURNE AU Card xx8866 Value Date: 15/01/2024,Operating Expenses:Corporate-Other Corporate Expense,-21.06
au,17/01/2024,Transfer to other Bank CommBank app Test,Loan,-5000.0
au,16/01/2024,DRIVE MATE MELBOURNE AU Card xx8866 Value Date: 12/01/2024,Operating Expenses:Corporate-Other Corporate Expense,-32.46
au,16/01/2024,DRIVE MATE MELBOURNE AU Card xx8866 Value Date: 12/01/2024,Operating Expenses:Corporate-Other Corporate Expense,-11.4
au,14/01/2024,Transfer To uraia torau CommBank App Advance for fuel,Cost of Overhead Related to Service:Operating Expenses,-500.0
au,14/01/2024,Transfer To uraia torau CommBank App Work 11 and 12 Jan plus ...,Cost of Overhead Related to Service:Operating Expenses:Onground team,-468.0
au,13/01/2024,NEWS PTY LIMITED,Cost of Overhead Related to Service:Operating Expenses,-40.0
au,12/01/2024,Return DRIVE MATE MELBOURNE AU Card xx8866 Value Date: 09/01/2024,Other Income,21.06
au,12/01/2024,TAX OFFICE PAYMENTS CommBank app BPAY 75556 XXXXXXXXXXXX334621,Superannuation payable,-3166.34
au,11/01/2024,DRIVE MATE MELBOURNE AU Card xx8866 Value Date: 09/01/2024,Operating Expenses:Corporate-Other Corporate Expense,-21.06
au,09/01/2024,DRIVE MATE MELBOURNE AU Card xx8866 Value Date: 05/01/2024,Operating Expenses:Corporate-Other Corporate Expense,-2.24
au,09/01/2024,DRIVE MATE MELBOURNE AU Card xx8866 Value Date: 05/01/2024,Operating Expenses:Corporate-Other Corporate Expense,-21.06
au,09/01/2024,DRIVE MATE MELBOURNE AU Card xx8866 Value Date: 06/01/2024,Operating Expenses:Corporate-Other Corporate Expense,-20.24
au,09/01/2024,Return DRIVE MATE MELBOURNE AU Card xx8866 Value Date: 05/01/2024,Other Income,1.4
au,09/01/2024,DRIVE MATE MELBOURNE AU Card xx8866 Value Date: 05/01/2024,Operating Expenses:Corporate-Other Corporate Expense,-1.4
au,09/01/2024,DRIVE MATE MELBOURNE AU Card xx8866 Value Date: 06/01/2024,Operating Expenses:Corporate-Other Corporate Expense,-0.83
au,09/01/2024,DRIVE MATE MELBOURNE AU Card xx8866 Value Date: 05/01/2024,Operating Expenses:Corporate-Other Corporate Expense,-22.46
au,09/01/2024,DRIVE MATE MELBOURNE AU Card xx8866 Value Date: 05/01/2024,Operating Expenses:Corporate-Other Corporate Expense,-18.25
au,09/01/2024,Return DRIVE MATE MELBOURNE AU Card xx8866 Value Date: 05/01/2024,Other Income,18.25
au,09/01/2024,Return DRIVE MATE MELBOURNE AU Card xx8866 Value Date: 06/01/2024,Other Income,2.24
au,09/01/2024,DRIVE MATE MELBOURNE AU Card xx8866 Value Date: 06/01/2024,Operating Expenses:Corporate-Other Corporate Expense,-2.71
au,09/01/2024,Transfer To uraia torau CommBank App Work 2-3 Jan. Fuel golde...,Cost of Overhead Related to Service:Operating Expenses:Onground team,-376.0
au,06/01/2024,DRIVE MATE MELBOURNE AU Card xx8866 Value Date: 04/01/2024,Operating Expenses:Corporate-Other Corporate Expense,-29.48
au,06/01/2024,DRIVE MATE MELBOURNE AU Card xx8866 Value Date: 04/01/2024,Operating Expenses:Corporate-Other Corporate Expense,-21.71
au,06/01/2024,Transfer to xx3529 CommBank app Tech in asia artic,Operating Expenses:Corporate-Other Corporate Expense,-58.0
au,04/01/2024,DRIVE MATE MELBOURNE AU Card xx8866 Value Date: 02/01/2024,Operating Expenses:Corporate-Other Corporate Expense,-22.46
